date,workshop,production_line,product_type,production_equipment,production_equipment_name,usage_duration,equipment_failure,fault_handler,fault_module,damaged_part,damage_reason
2023-01-01,总装车间,总装-3,洗衣机,SN-FA3-001,总装流水线3号机,20.961971443151633,1,李四,电子部件,线路板,磨损
2023-01-01,总装车间,总装-3,洗衣机,SN-FA3-002,总装检测设备3号机,23.387506686207793,0,,,,
2023-01-01,总装车间,总装-3,洗衣机,SN-FA3-003,总装包装机3号机,21.211199211726214,0,,,,
2023-01-02,数控机械车间,数控-1,电视,SN-NC1-001,数控加工中心1号机,21.05086153277101,0,,,,
2023-01-02,数控机械车间,数控-1,电视,SN-NC1-002,数控车床1号机,23.767051382711408,0,,,,
2023-01-02,数控机械车间,数控-1,电视,SN-NC1-003,数控铣床1号机,21.86371493048878,1,张三,机械部件,轴承,环境因素
2023-01-02,数控机械车间,数控-2,冰箱,SN-NC2-001,数控加工中心2号机,22.82629331282931,0,,,,
2023-01-02,数控机械车间,数控-2,冰箱,SN-NC2-002,数控车床2号机,21.9105577094917,0,,,,
2023-01-02,数控机械车间,数控-2,冰箱,SN-NC2-003,数控铣床2号机,20.22301066552687,0,,,,
2023-01-02,数控机械车间,数控-3,洗衣机,SN-NC3-001,数控加工中心3号机,23.894018376671145,0,,,,
2023-01-02,数控机械车间,数控-3,洗衣机,SN-NC3-002,数控车床3号机,23.232396341428643,0,,,,
2023-01-02,数控机械车间,数控-3,洗衣机,SN-NC3-003,数控铣床3号机,23.457554184815837,0,,,,
2023-01-02,装配车间,装配-1,电视,SN-AS1-001,装配流水线1号机,20.276962728966005,1,赵六,机械部件,紧固件,老化
2023-01-02,装配车间,装配-1,电视,SN-AS1-002,装配机器人1号机,20.2982502016184,0,,,,
2023-01-02,装配车间,装配-1,电视,SN-AS1-003,装配检测设备1号机,21.182203406502488,0,,,,
2023-01-02,装配车间,装配-2,冰箱,SN-AS2-001,装配流水线2号机,23.81128946287976,0,,,,
2023-01-02,装配车间,装配-2,冰箱,SN-AS2-002,装配机器人2号机,21.802305993822326,0,,,,
2023-01-02,装配车间,装配-2,冰箱,SN-AS2-003,装配检测设备2号机,23.785454564883864,1,张三,机械部件,机械手,磨损
2023-01-02,装配车间,装配-3,洗衣机,SN-AS3-001,装配流水线3号机,23.620561288608492,0,,,,
2023-01-02,装配车间,装配-3,洗衣机,SN-AS3-002,装配机器人3号机,22.171533600671737,1,赵六,机械部件,传送带,供料不良
2023-01-02,装配车间,装配-3,洗衣机,SN-AS3-003,装配检测设备3号机,20.26783472837105,1,李四,电子部件,执行器,过载
2023-01-02,焊接车间,焊接-1,电视,SN-WD1-001,焊接机器人1号机,22.37297014162992,1,钱七,机械部件,焊丝,过载
2023-01-02,焊接车间,焊接-1,电视,SN-WD1-002,焊接转台1号机,21.12801647798266,0,,,,
2023-01-02,焊接车间,焊接-1,电视,SN-WD1-003,焊接检测设备1号机,23.797666047486565,0,,,,
2023-01-02,焊接车间,焊接-2,冰箱,SN-WD2-001,焊接机器人2号机,22.927855671898108,1,王五,电子部件,执行器,过载
2023-01-02,焊接车间,焊接-2,冰箱,SN-WD2-002,焊接转台2号机,21.09028017334324,0,,,,
2023-01-02,焊接车间,焊接-2,冰箱,SN-WD2-003,焊接检测设备2号机,22.692246277724536,0,,,,
2023-01-02,焊接车间,焊接-3,洗衣机,SN-WD3-001,焊接机器人3号机,21.476601046731986,0,,,,
2023-01-02,焊接车间,焊接-3,洗衣机,SN-WD3-002,焊接转台3号机,22.61018506391197,1,赵六,机械部件,焊丝,电弧烧蚀
2023-01-02,焊接车间,焊接-3,洗衣机,SN-WD3-003,焊接检测设备3号机,22.989446118743246,0,,,,
2023-01-02,涂装车间,涂装-1,电视,SN-PT1-001,喷涂机器人1号机,21.620245317240514,0,,,,
2023-01-02,涂装车间,涂装-1,电视,SN-PT1-002,喷涂流水线1号机,22.48175497897521,0,,,,
2023-01-02,涂装车间,涂装-1,电视,SN-PT1-003,喷涂烘干炉1号机,21.67462368018694,0,,,,
2023-01-02,涂装车间,涂装-2,冰箱,SN-PT2-001,喷涂机器人2号机,20.743709730684014,0,,,,
2023-01-02,涂装车间,涂装-2,冰箱,SN-PT2-002,喷涂流水线2号机,20.905042269139642,0,,,,
2023-01-02,涂装车间,涂装-2,冰箱,SN-PT2-003,喷涂烘干炉2号机,22.43695219655176,0,,,,
2023-01-02,涂装车间,涂装-3,洗衣机,SN-PT3-001,喷涂机器人3号机,21.796814583424652,0,,,,
2023-01-02,涂装车间,涂装-3,洗衣机,SN-PT3-002,喷涂流水线3号机,22.706164957089193,0,,,,
2023-01-02,涂装车间,涂装-3,洗衣机,SN-PT3-003,喷涂烘干炉3号机,21.518167436896935,0,,,,
2023-01-02,总装车间,总装-1,电视,SN-FA1-001,总装流水线1号机,21.85441962723335,0,,,,
2023-01-02,总装车间,总装-1,电视,SN-FA1-002,总装检测设备1号机,21.890441274733654,0,,,,
2023-01-02,总装车间,总装-1,电视,SN-FA1-003,总装包装机1号机,22.877707221721558,1,王五,传感器,传感器,老化
2023-01-02,总装车间,总装-2,冰箱,SN-FA2-001,总装流水线2号机,20.442314898325733,0,,,,
2023-01-02,总装车间,总装-2,冰箱,SN-FA2-002,总装检测设备2号机,23.31512375022966,0,,,,
2023-01-02,总装车间,总装-2,冰箱,SN-FA2-003,总装包装机2号机,21.75829160608139,0,,,,
2023-01-02,总装车间,总装-3,洗衣机,SN-FA3-001,总装流水线3号机,23.51451468589189,0,,,,
2023-01-02,总装车间,总装-3,洗衣机,SN-FA3-002,总装检测设备3号机,21.38668566875018,0,,,,
2023-01-02,总装车间,总装-3,洗衣机,SN-FA3-003,总装包装机3号机,21.70000225703788,0,,,,
2023-01-03,数控机械车间,数控-1,电视,SN-NC1-001,数控加工中心1号机,22.81632378448284,0,,,,
2023-01-03,数控机械车间,数控-1,电视,SN-NC1-002,数控车床1号机,20.46785852391162,0,,,,
2023-01-03,数控机械车间,数控-1,电视,SN-NC1-003,数控铣床1号机,22.821505583294808,0,,,,
2023-01-03,数控机械车间,数控-2,冰箱,SN-NC2-001,数控加工中心2号机,23.8052346149318,0,,,,
2023-01-03,数控机械车间,数控-2,冰箱,SN-NC2-002,数控车床2号机,20.442227008876593,0,,,,
2023-01-03,数控机械车间,数控-2,冰箱,SN-NC2-003,数控铣床2号机,21.357847203019297,0,,,,
2023-01-03,数控机械车间,数控-3,洗衣机,SN-NC3-001,数控加工中心3号机,23.744507159273716,0,,,,
2023-01-03,数控机械车间,数控-3,洗衣机,SN-NC3-002,数控车床3号机,23.720064430147907,1,赵六,机械部件,齿轮,振动过大
2023-01-03,数控机械车间,数控-3,洗衣机,SN-NC3-003,数控铣床3号机,23.734669686142972,0,,,,
2023-01-03,装配车间,装配-1,电视,SN-AS1-001,装配流水线1号机,20.3681158362078,0,,,,
2023-01-03,装配车间,装配-1,电视,SN-AS1-002,装配机器人1号机,21.630411963486225,0,,,,
2023-01-03,装配车间,装配-1,电视,SN-AS1-003,装配检测设备1号机,21.839222872393414,0,,,,
2023-01-03,装配车间,装配-2,冰箱,SN-AS2-001,装配流水线2号机,20.91267215977284,0,,,,
2023-01-03,装配车间,装配-2,冰箱,SN-AS2-002,装配机器人2号机,23.099489662157147,0,,,,
2023-01-03,装配车间,装配-2,冰箱,SN-AS2-003,装配检测设备2号机,22.493712749527514,0,,,,
2023-01-03,装配车间,装配-3,洗衣机,SN-AS3-001,装配流水线3号机,23.38504543024701,0,,,,
2023-01-03,装配车间,装配-3,洗衣机,SN-AS3-002,装配机器人3号机,22.404362387851574,0,,,,
2023-01-03,装配车间,装配-3,洗衣机,SN-AS3-003,装配检测设备3号机,22.325322583820743,0,,,,
2023-01-03,焊接车间,焊接-1,电视,SN-WD1-001,焊接机器人1号机,22.728152730801163,0,,,,
2023-01-03,焊接车间,焊接-1,电视,SN-WD1-002,焊接转台1号机,20.385190961503362,1,王五,传感器,传感器,碰撞
2023-01-03,焊接车间,焊接-1,电视,SN-WD1-003,焊接检测设备1号机,23.091904173884377,0,,,,
2023-01-03,焊接车间,焊接-2,冰箱,SN-WD2-001,焊接机器人2号机,20.321435943046314,0,,,,
2023-01-03,焊接车间,焊接-2,冰箱,SN-WD2-002,焊接转台2号机,22.591156866871813,0,,,,
2023-01-03,焊接车间,焊接-2,冰箱,SN-WD2-003,焊接检测设备2号机,20.798954976084737,0,,,,
2023-01-03,焊接车间,焊接-3,洗衣机,SN-WD3-001,焊接机器人3号机,21.839327953977076,0,,,,
2023-01-03,焊接车间,焊接-3,洗衣机,SN-WD3-002,焊接转台3号机,22.94999191735324,0,,,,
2023-01-03,焊接车间,焊接-3,洗衣机,SN-WD3-003,焊接检测设备3号机,22.36307326881622,0,,,,
2023-01-03,涂装车间,涂装-1,电视,SN-PT1-001,喷涂机器人1号机,20.230038130828337,0,,,,
2023-01-03,涂装车间,涂装-1,电视,SN-PT1-002,喷涂流水线1号机,21.249583574630275,0,,,,
2023-01-03,涂装车间,涂装-1,电视,SN-PT1-003,喷涂烘干炉1号机,23.913155577034058,0,,,,
2023-01-03,涂装车间,涂装-2,冰箱,SN-PT2-001,喷涂机器人2号机,22.16944493876325,0,,,,
2023-01-03,涂装车间,涂装-2,冰箱,SN-PT2-002,喷涂流水线2号机,20.05598065407015,0,,,,
2023-01-03,涂装车间,涂装-2,冰箱,SN-PT2-003,喷涂烘干炉2号机,21.24432426490274,0,,,,
2023-01-03,涂装车间,涂装-3,洗衣机,SN-PT3-001,喷涂机器人3号机,20.31741096743439,0,,,,
2023-01-03,涂装车间,涂装-3,洗衣机,SN-PT3-002,喷涂流水线3号机,23.481648842756837,0,,,,
2023-01-03,涂装车间,涂装-3,洗衣机,SN-PT3-003,喷涂烘干炉3号机,21.62265745272384,0,,,,
2023-01-03,总装车间,总装-1,电视,SN-FA1-001,总装流水线1号机,21.80845485133908,0,,,,
2023-01-03,总装车间,总装-1,电视,SN-FA1-002,总装检测设备1号机,22.647983342639545,0,,,,
2023-01-03,总装车间,总装-1,电视,SN-FA1-003,总装包装机1号机,20.75811150601493,0,,,,
2023-01-03,总装车间,总装-2,冰箱,SN-FA2-001,总装流水线2号机,23.10810107895472,0,,,,
2023-01-03,总装车间,总装-2,冰箱,SN-FA2-002,总装检测设备2号机,20.866141696358245,1,钱七,机械部件,紧固件,零件缺陷
2023-01-03,总装车间,总装-2,冰箱,SN-FA2-003,总装包装机2号机,22.40109241174037,0,,,,
2023-01-03,总装车间,总装-3,洗衣机,SN-FA3-001,总装流水线3号机,23.070818989294434,0,,,,
2023-01-03,总装车间,总装-3,洗衣机,SN-FA3-002,总装检测设备3号机,23.271484336512465,0,,,,
2023-01-03,总装车间,总装-3,洗衣机,SN-FA3-003,总装包装机3号机,20.663498786172944,0,,,,
2023-01-04,数控机械车间,数控-1,电视,SN-NC1-001,数控加工中心1号机,21.02001220998456,1,张三,机械部件,齿轮,过载
2023-01-04,数控机械车间,数控-1,电视,SN-NC1-002,数控车床1号机,20.122765078241997,1,王五,机械部件,滑轨,老化
2023-01-04,数控机械车间,数控-1,电视,SN-NC1-003,数控铣床1号机,22.429192325497098,0,,,,
2023-01-04,数控机械车间,数控-2,冰箱,SN-NC2-001,数控加工中心2号机,20.912533128416598,0,,,,
2023-01-04,数控机械车间,数控-2,冰箱,SN-NC2-002,数控车床2号机,22.198478394356343,0,,,,
2023-01-04,数控机械车间,数控-2,冰箱,SN-NC2-003,数控铣床2号机,22.993848360778628,0,,,,
2023-01-04,数控机械车间,数控-3,洗衣机,SN-NC3-001,数控加工中心3号机,22.872873076373583,1,钱七,机械部件,滑轨,环境因素
2023-01-04,数控机械车间,数控-3,洗衣机,SN-NC3-002,数控车床3号机,20.56552352189601,0,,,,
2023-01-04,数控机械车间,数控-3,洗衣机,SN-NC3-003,数控铣床3号机,20.472694682745235,1,李四,电子部件,电机,碰撞
2023-01-04,装配车间,装配-1,电视,SN-AS1-001,装配流水线1号机,21.31173052239432,0,,,,
2023-01-04,装配车间,装配-1,电视,SN-AS1-002,装配机器人1号机,22.435680159850705,0,,,,
2023-01-04,装配车间,装配-1,电视,SN-AS1-003,装配检测设备1号机,22.095456269971034,0,,,,
2023-01-04,装配车间,装配-2,冰箱,SN-AS2-001,装配流水线2号机,20.375828220282017,0,,,,
2023-01-04,装配车间,装配-2,冰箱,SN-AS2-002,装配机器人2号机,21.45659566065781,0,,,,
2023-01-04,装配车间,装配-2,冰箱,SN-AS2-003,装配检测设备2号机,22.0118992953787,0,,,,
2023-01-04,装配车间,装配-3,洗衣机,SN-AS3-001,装配流水线3号机,21.736315951620707,0,,,,
2023-01-04,装配车间,装配-3,洗衣机,SN-AS3-002,装配机器人3号机,20.02292396650213,0,,,,
2023-01-04,装配车间,装配-3,洗衣机,SN-AS3-003,装配检测设备3号机,21.023525489244083,0,,,,
2023-01-04,焊接车间,焊接-1,电视,SN-WD1-001,焊接机器人1号机,23.679565624972085,0,,,,
2023-01-04,焊接车间,焊接-1,电视,SN-WD1-002,焊接转台1号机,23.2006383836262,0,,,,
2023-01-04,焊接车间,焊接-1,电视,SN-WD1-003,焊接检测设备1号机,21.102811265982204,0,,,,
2023-01-04,焊接车间,焊接-2,冰箱,SN-WD2-001,焊接机器人2号机,22.55634880636058,0,,,,
2023-01-04,焊接车间,焊接-2,冰箱,SN-WD2-002,焊接转台2号机,22.702061914505784,1,李四,电子部件,执行器,老化
2023-01-04,焊接车间,焊接-2,冰箱,SN-WD2-003,焊接检测设备2号机,23.470054284406032,0,,,,
2023-01-04,焊接车间,焊接-3,洗衣机,SN-WD3-001,焊接机器人3号机,23.552265026319724,0,,,,
2023-01-04,焊接车间,焊接-3,洗衣机,SN-WD3-002,焊接转台3号机,21.163495239856353,0,,,,
2023-01-04,焊接车间,焊接-3,洗衣机,SN-WD3-003,焊接检测设备3号机,23.470624199869825,0,,,,
2023-01-04,涂装车间,涂装-1,电视,SN-PT1-001,喷涂机器人1号机,20.294520808704622,0,,,,
2023-01-04,涂装车间,涂装-1,电视,SN-PT1-002,喷涂流水线1号机,21.906258701994954,0,,,,
2023-01-04,涂装车间,涂装-1,电视,SN-PT1-003,喷涂烘干炉1号机,23.739678350992794,0,,,,
2023-01-04,涂装车间,涂装-2,冰箱,SN-PT2-001,喷涂机器人2号机,21.359249276157783,0,,,,
2023-01-04,涂装车间,涂装-2,冰箱,SN-PT2-002,喷涂流水线2号机,20.72424297844289,0,,,,
2023-01-04,涂装车间,涂装-2,冰箱,SN-PT2-003,喷涂烘干炉2号机,23.451455002666513,0,,,,
2023-01-04,涂装车间,涂装-3,洗衣机,SN-PT3-001,喷涂机器人3号机,21.323090529046222,0,,,,
2023-01-04,涂装车间,涂装-3,洗衣机,SN-PT3-002,喷涂流水线3号机,20.960595829702406,0,,,,
2023-01-04,涂装车间,涂装-3,洗衣机,SN-PT3-003,喷涂烘干炉3号机,22.182688653024787,1,赵六,机械部件,泵,油漆堵塞
2023-01-04,总装车间,总装-1,电视,SN-FA1-001,总装流水线1号机,23.969171251054313,0,,,,
2023-01-04,总装车间,总装-1,电视,SN-FA1-002,总装检测设备1号机,21.56574881374907,1,张三,机械部件,传送带,供料不良
2023-01-04,总装车间,总装-1,电视,SN-FA1-003,总装包装机1号机,22.097827079963476,0,,,,
2023-01-04,总装车间,总装-2,冰箱,SN-FA2-001,总装流水线2号机,20.31237590778355,0,,,,
2023-01-04,总装车间,总装-2,冰箱,SN-FA2-002,总装检测设备2号机,21.715616607361284,0,,,,
2023-01-04,总装车间,总装-2,冰箱,SN-FA2-003,总装包装机2号机,23.93026616406235,1,张三,电子部件,线路板,过载
2023-01-04,总装车间,总装-3,洗衣机,SN-FA3-001,总装流水线3号机,23.69389949378348,0,,,,
2023-01-04,总装车间,总装-3,洗衣机,SN-FA3-002,总装检测设备3号机,21.239448921740486,0,,,,
2023-01-04,总装车间,总装-3,洗衣机,SN-FA3-003,总装包装机3号机,20.203734196549057,0,,,,
2023-01-05,数控机械车间,数控-1,电视,SN-NC1-001,数控加工中心1号机,20.991075793044367,0,,,,
2023-01-05,数控机械车间,数控-1,电视,SN-NC1-002,数控车床1号机,22.89903295925674,0,,,,
2023-01-05,数控机械车间,数控-1,电视,SN-NC1-003,数控铣床1号机,22.68359131475932,0,,,,
2023-01-05,数控机械车间,数控-2,冰箱,SN-NC2-001,数控加工中心2号机,23.45071927640533,0,,,,
2023-01-05,数控机械车间,数控-2,冰箱,SN-NC2-002,数控车床2号机,20.677269459803874,0,,,,
2023-01-05,数控机械车间,数控-2,冰箱,SN-NC2-003,数控铣床2号机,20.73139814436525,0,,,,
2023-01-05,数控机械车间,数控-3,洗衣机,SN-NC3-001,数控加工中心3号机,20.387623102967254,0,,,,
2023-01-05,数控机械车间,数控-3,洗衣机,SN-NC3-002,数控车床3号机,20.490529040068225,0,,,,
2023-01-05,数控机械车间,数控-3,洗衣机,SN-NC3-003,数控铣床3号机,23.65448535046191,0,,,,
2023-01-05,装配车间,装配-1,电视,SN-AS1-001,装配流水线1号机,20.0615734835182,0,,,,
2023-01-05,装配车间,装配-1,电视,SN-AS1-002,装配机器人1号机,23.550721215990418,1,李四,机械部件,定位销,过载
2023-01-05,装配车间,装配-1,电视,SN-AS1-003,装配检测设备1号机,22.475081973412998,0,,,,
2023-01-05,装配车间,装配-2,冰箱,SN-AS2-001,装配流水线2号机,21.473816580825716,0,,,,
2023-01-05,装配车间,装配-2,冰箱,SN-AS2-002,装配机器人2号机,23.143494448339517,0,,,,
2023-01-05,装配车间,装配-2,冰箱,SN-AS2-003,装配检测设备2号机,20.089536695805375,0,,,,
2023-01-05,装配车间,装配-3,洗衣机,SN-AS3-001,装配流水线3号机,21.54747905172317,0,,,,
2023-01-05,装配车间,装配-3,洗衣机,SN-AS3-002,装配机器人3号机,22.03981407386198,0,,,,
2023-01-05,装配车间,装配-3,洗衣机,SN-AS3-003,装配检测设备3号机,22.889684431550073,0,,,,
2023-01-05,焊接车间,焊接-1,电视,SN-WD1-001,焊接机器人1号机,23.35113373008168,0,,,,
2023-01-05,焊接车间,焊接-1,电视,SN-WD1-002,焊接转台1号机,22.881473441084736,0,,,,
2023-01-05,焊接车间,焊接-1,电视,SN-WD1-003,焊接检测设备1号机,23.275418869029707,1,王五,机械部件,焊丝,老化
2023-01-05,焊接车间,焊接-2,冰箱,SN-WD2-001,焊接机器人2号机,23.314227917218684,1,钱七,传感器,传感器,环境因素
2023-01-05,焊接车间,焊接-2,冰箱,SN-WD2-002,焊接转台2号机,22.75079417878755,0,,,,
2023-01-05,焊接车间,焊接-2,冰箱,SN-WD2-003,焊接检测设备2号机,20.354147330267164,0,,,,
2023-01-05,焊接车间,焊接-3,洗衣机,SN-WD3-001,焊接机器人3号机,23.50840179573287,0,,,,
2023-01-05,焊接车间,焊接-3,洗衣机,SN-WD3-002,焊接转台3号机,22.211517403169857,0,,,,
2023-01-05,焊接车间,焊接-3,洗衣机,SN-WD3-003,焊接检测设备3号机,20.306508299291416,1,赵六,机械部件,焊枪,老化
2023-01-05,涂装车间,涂装-1,电视,SN-PT1-001,喷涂机器人1号机,20.87678362788905,1,赵六,传感器,传感器,老化
2023-01-05,涂装车间,涂装-1,电视,SN-PT1-002,喷涂流水线1号机,23.90574743280808,0,,,,
2023-01-05,涂装车间,涂装-1,电视,SN-PT1-003,喷涂烘干炉1号机,21.36541693601287,0,,,,
2023-01-05,涂装车间,涂装-2,冰箱,SN-PT2-001,喷涂机器人2号机,23.58654674101345,0,,,,
2023-01-05,涂装车间,涂装-2,冰箱,SN-PT2-002,喷涂流水线2号机,20.971468296470103,1,李四,传感器,传感器,过载
2023-01-05,涂装车间,涂装-2,冰箱,SN-PT2-003,喷涂烘干炉2号机,21.871724834842475,0,,,,
2023-01-05,涂装车间,涂装-3,洗衣机,SN-PT3-001,喷涂机器人3号机,23.763791424282285,0,,,,
2023-01-05,涂装车间,涂装-3,洗衣机,SN-PT3-002,喷涂流水线3号机,22.093695545527865,0,,,,
2023-01-05,涂装车间,涂装-3,洗衣机,SN-PT3-003,喷涂烘干炉3号机,22.943424818435826,0,,,,
2023-01-05,总装车间,总装-1,电视,SN-FA1-001,总装流水线1号机,23.980871296775803,0,,,,
2023-01-05,总装车间,总装-1,电视,SN-FA1-002,总装检测设备1号机,23.851636779122554,0,,,,
2023-01-05,总装车间,总装-1,电视,SN-FA1-003,总装包装机1号机,21.792541068542434,0,,,,
2023-01-05,总装车间,总装-2,冰箱,SN-FA2-001,总装流水线2号机,23.213506966116235,0,,,,
2023-01-05,总装车间,总装-2,冰箱,SN-FA2-002,总装检测设备2号机,22.5856456519396,0,,,,
2023-01-05,总装车间,总装-2,冰箱,SN-FA2-003,总装包装机2号机,22.36999318394188,0,,,,
2023-01-05,总装车间,总装-3,洗衣机,SN-FA3-001,总装流水线3号机,22.90044257661742,0,,,,
2023-01-05,总装车间,总装-3,洗衣机,SN-FA3-002,总装检测设备3号机,21.28202599981146,0,,,,
2023-01-05,总装车间,总装-3,洗衣机,SN-FA3-003,总装包装机3号机,20.214086117431826,0,,,,
2023-01-06,数控机械车间,数控-1,电视,SN-NC1-001,数控加工中心1号机,22.769306371832144,0,,,,
2023-01-06,数控机械车间,数控-1,电视,SN-NC1-002,数控车床1号机,20.097741219359648,0,,,,
2023-01-06,数控机械车间,数控-1,电视,SN-NC1-003,数控铣床1号机,21.089147094548935,0,,,,
2023-01-06,数控机械车间,数控-2,冰箱,SN-NC2-001,数控加工中心2号机,21.995079878032655,0,,,,
2023-01-06,数控机械车间,数控-2,冰箱,SN-NC2-002,数控车床2号机,22.703966193889844,1,张三,电子部件,线路板,环境因素
2023-01-06,数控机械车间,数控-2,冰箱,SN-NC2-003,数控铣床2号机,23.138280485023113,0,,,,
2023-01-06,数控机械车间,数控-3,洗衣机,SN-NC3-001,数控加工中心3号机,22.420172577001356,0,,,,
2023-01-06,数控机械车间,数控-3,洗衣机,SN-NC3-002,数控车床3号机,20.307757125840617,0,,,,
2023-01-06,数控机械车间,数控-3,洗衣机,SN-NC3-003,数控铣床3号机,21.109209694206882,1,李四,机械部件,滑轨,振动过大
2023-01-06,装配车间,装配-1,电视,SN-AS1-001,装配流水线1号机,21.79285036184385,0,,,,
2023-01-06,装配车间,装配-1,电视,SN-AS1-002,装配机器人1号机,21.655854280508024,0,,,,
2023-01-06,装配车间,装配-1,电视,SN-AS1-003,装配检测设备1号机,22.45634184335267,0,,,,
2023-01-06,装配车间,装配-2,冰箱,SN-AS2-001,装配流水线2号机,20.050481095443644,0,,,,
2023-01-06,装配车间,装配-2,冰箱,SN-AS2-002,装配机器人2号机,23.4555277315972,0,,,,
2023-01-06,装配车间,装配-2,冰箱,SN-AS2-003,装配检测设备2号机,21.992280739886784,0,,,,
2023-01-06,装配车间,装配-3,洗衣机,SN-AS3-001,装配流水线3号机,21.155448562835645,0,,,,
