data_id,data_name,start_time,end_time,data_source,create_time,update_time
162,峰段,18:00:00,23:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
163,平段,07:00:00,08:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
164,平段,11:00:00,18:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
165,谷段,23:00:00,07:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
166,峰段,08:00:00,11:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
167,峰段,18:00:00,23:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
168,平段,07:00:00,08:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
169,平段,11:00:00,18:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
170,谷段,23:00:00,07:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
171,峰段,08:00:00,11:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
172,峰段,18:00:00,23:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
173,平段,07:00:00,08:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
174,平段,11:00:00,18:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
175,谷段,23:00:00,07:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
176,峰段,08:00:00,11:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
177,峰段,18:00:00,23:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
178,平段,07:00:00,08:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
179,平段,11:00:00,18:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
180,谷段,23:00:00,07:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
181,峰段,08:00:00,11:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
182,峰段,18:00:00,23:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
183,平段,07:00:00,08:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
184,平段,11:00:00,18:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
185,谷段,23:00:00,07:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
186,峰段,08:00:00,11:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
187,峰段,18:00:00,23:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
188,平段,07:00:00,08:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
189,平段,11:00:00,18:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
190,谷段,23:00:00,07:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
191,峰段,08:00:00,11:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
192,峰段,18:00:00,23:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
193,平段,07:00:00,08:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
194,平段,11:00:00,18:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
195,谷段,23:00:00,07:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
196,峰段,08:00:00,11:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
197,峰段,18:00:00,23:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
198,平段,07:00:00,08:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
199,平段,11:00:00,18:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
200,谷段,23:00:00,07:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
201,峰段,08:00:00,11:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
202,峰段,18:00:00,23:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
203,平段,07:00:00,08:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
204,平段,11:00:00,18:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
205,谷段,23:00:00,07:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
206,峰段,08:00:00,11:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
207,峰段,18:00:00,23:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
208,平段,07:00:00,08:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
209,平段,11:00:00,18:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
210,谷段,23:00:00,07:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
211,峰段,08:00:00,11:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
212,峰段,18:00:00,23:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
213,平段,07:00:00,08:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
214,平段,11:00:00,18:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
215,谷段,23:00:00,07:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
216,峰段,08:00:00,11:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
217,峰段,18:00:00,23:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
218,平段,07:00:00,08:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
219,平段,11:00:00,18:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
220,谷段,23:00:00,07:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
221,峰段,08:00:00,11:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
222,峰段,18:00:00,23:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
223,平段,07:00:00,08:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
224,平段,11:00:00,18:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
225,谷段,23:00:00,07:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
226,峰段,08:00:00,11:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
227,峰段,18:00:00,23:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
228,平段,07:00:00,08:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
229,平段,11:00:00,18:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
230,谷段,23:00:00,07:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
231,峰段,08:00:00,11:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
232,峰段,18:00:00,23:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
233,平段,07:00:00,08:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
234,平段,11:00:00,18:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
235,谷段,23:00:00,07:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
236,峰段,08:00:00,11:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
237,峰段,18:00:00,23:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
238,平段,07:00:00,08:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
239,平段,11:00:00,18:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
240,谷段,23:00:00,07:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
241,峰段,08:00:00,11:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
242,峰段,18:00:00,23:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
243,平段,07:00:00,08:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
244,平段,11:00:00,18:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
245,谷段,23:00:00,07:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
246,峰段,08:00:00,11:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
247,峰段,18:00:00,23:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
248,平段,07:00:00,08:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
249,平段,11:00:00,18:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
250,谷段,23:00:00,07:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
251,峰段,08:00:00,11:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
252,峰段,18:00:00,23:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
253,平段,07:00:00,08:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
254,平段,11:00:00,18:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
255,谷段,23:00:00,07:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
256,峰段,08:00:00,11:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
257,峰段,18:00:00,23:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
258,平段,07:00:00,08:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
259,平段,11:00:00,18:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
260,谷段,23:00:00,07:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
261,峰段,08:00:00,11:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
262,峰段,18:00:00,23:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
263,平段,07:00:00,08:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
264,平段,11:00:00,18:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
265,谷段,23:00:00,07:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
266,峰段,08:00:00,11:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
267,峰段,18:00:00,23:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
268,平段,07:00:00,08:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
269,平段,11:00:00,18:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
270,谷段,23:00:00,07:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
271,峰段,08:00:00,11:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
272,峰段,18:00:00,23:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
273,平段,07:00:00,08:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
274,平段,11:00:00,18:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
275,谷段,23:00:00,07:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
276,峰段,08:00:00,11:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
277,峰段,18:00:00,23:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
278,平段,07:00:00,08:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
279,平段,11:00:00,18:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
280,谷段,23:00:00,07:00:00,行业报告,2025-04-16 13:07:52,2025-04-16 13:07:52
281,峰段,08:00:00,11:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
282,峰段,18:00:00,23:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
283,平段,07:00:00,08:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
284,平段,11:00:00,18:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
285,谷段,23:00:00,07:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
286,峰段,08:00:00,11:00:00,电网统计,2025-04-16 13:07:52,2025-04-16 13:07:52
